Country,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Mozambique,0.398,0.039,-0.435,-0.179,-0.574,0.152,0.136,-0.326,0.353,0.284,-0.09,-0.265,0.22,-0.316,-0.178,-0.169,0.441,0.323,0.097,0.046,-0.232,-0.084,0.853,0.191,-0.069,0.001,0.59,0.49,0.048,0.3,0.108,0.773,0.299,0.116,0.564,0.091,0.214,0.887,0.234,0.23,0.422,0.503,0.541,0.39,1.076,0.528,0.66,0.263,0.487,0.895,0.728,0.647,0.42,0.671,0.967,1.189,0.915,0.836,1.185,0.968
Myanmar,-0.013,-0.122,-0.179,0.017,-0.323,0.388,-0.043,-0.168,0.192,-0.049,-0.415,-0.032,0.244,-0.277,0.113,-0.393,-0.071,0.075,0.491,0.284,0.277,0.048,0.112,0.037,0.141,0.045,0.523,0.386,0.352,0.221,0.546,0.09,0.115,0.477,0.661,0.39,0.274,1.208,0.927,0.236,0.691,0.734,0.719,0.673,1.004,0.893,0.583,0.586,1.028,1.326,0.651,1.044,1.109,1.009,1.308,1.539,1.434,1.181,1.879,1.869
Namibia,0.193,-0.074,0.42,-0.137,-0.026,0.07,-0.013,-0.18,0.21,0.465,-0.122,0.072,0.608,-0.744,-0.023,-0.602,0.136,-0.116,0.32,0.111,-0.067,0.268,0.593,0.667,0.4,0.177,0.891,0.254,-0.524,0.506,-0.045,0.409,0.518,-0.019,0.752,-0.094,-0.132,1.093,0.646,-0.227,0.182,0.583,1.003,0.705,1.083,-0.175,0.679,0.653,0.418,1.171,-0.499,-0.115,0.728,0.412,1.089,1.487,0.844,1.231,1.939,0.609
Nauru,-0.342,0.0,0.0,0.0,0.0,-0.507,0.0,0.0,0.0,0.0,0.0,0.0,0.663,0.312,-0.004,-0.35,-0.554,0.258,0.215,-0.016,0.124,-0.397,0.0,-0.275,-0.203,0.0,0.0,0.0,-0.026,-0.405,-0.23,-0.658,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Nepal,0.134,-0.439,-0.212,0.16,-0.435,0.203,-0.283,-0.433,0.089,0.098,-0.544,0.041,0.213,0.2,-0.05,0.033,0.031,-0.365,0.35,0.19,-0.025,-0.094,-0.355,0.042,0.388,0.013,0.432,0.659,0.165,0.068,0.148,-0.002,-0.108,0.224,0.354,0.278,-0.322,0.405,0.715,0.168,0.534,0.633,0.397,0.456,0.789,0.919,0.602,0.387,1.252,1.282,0.374,0.526,0.341,0.453,0.67,1.192,1.123,0.654,0.67,-0.02
Netherlands,0.851,-0.909,-1.272,-0.338,-0.727,0.274,0.758,0.159,-0.004,-0.587,0.049,-0.114,0.291,0.228,1.032,0.704,0.155,-0.071,-0.906,0.007,0.336,0.464,0.869,0.062,-0.849,-0.194,-0.498,0.799,1.544,1.57,0.268,1.186,0.252,1.37,1.548,-0.772,0.617,1.073,1.579,1.6,1.274,1.531,1.209,1.16,1.251,1.505,2.068,1.425,1.219,0.094,1.061,1.141,0.421,2.555,1.282,1.924,1.723,2.127,2.136,2.482
Netherlands Antilles (former),-0.037,0.081,0.103,0.17,-0.267,0.072,-0.286,-0.076,0.431,0.253,-0.337,-0.05,0.19,-0.427,-0.283,-0.47,0.256,0.075,0.121,0.542,0.489,0.242,0.651,0.055,-0.154,-0.079,0.587,0.292,-0.188,0.204,0.221,0.135,0.359,0.321,0.524,0.562,0.467,0.935,0.277,0.007,0.468,0.473,0.784,0.428,0.63,0.323,0.709,0.269,0.595,1.05,0.306,0.405,0.828,0.798,1.027,0.976,1.032,0.551,0.806,1.062
New Caledonia,-0.192,0.131,-0.163,0.209,-0.762,-0.596,0.076,-0.382,-0.13,0.465,0.136,-0.199,0.809,0.299,0.245,0.103,-0.145,-0.014,-0.101,0.109,0.084,-0.005,0.493,0.119,0.297,0.157,-0.142,0.837,0.265,0.527,0.004,0.12,-0.15,-0.219,0.448,0.636,0.175,1.606,0.827,0.345,0.586,0.584,0.399,0.518,0.377,0.282,0.683,0.608,0.395,0.788,0.634,0.484,0.597,0.605,0.818,1.512,1.302,0.937,0.875,1.366
New Zealand,-0.274,0.587,-0.352,-0.454,-0.453,-0.237,-0.188,-0.09,-0.379,0.588,0.672,0.105,0.175,0.353,0.581,-0.513,-0.388,0.408,0.314,0.002,0.418,-0.075,-0.311,0.167,0.394,0.376,0.405,0.532,0.763,0.602,-0.008,-0.704,-0.368,-0.069,0.095,0.234,-0.14,0.967,1.006,0.261,0.565,0.412,0.23,0.025,0.433,0.379,0.221,0.545,0.02,0.56,0.635,0.088,0.94,0.509,0.542,1.182,0.606,1.157,1.107,0.905
Nicaragua,-0.165,-0.409,-0.292,-0.218,-0.027,0.052,-0.39,-0.293,0.322,-0.153,-0.287,0.221,0.447,-0.216,-0.01,0.048,0.376,0.352,0.319,0.655,0.169,0.506,0.721,-0.054,0.028,0.126,0.335,0.357,0.058,0.273,0.437,0.412,0.253,0.574,0.756,-0.049,0.699,0.975,0.026,0.085,0.47,0.613,0.689,0.644,0.932,0.636,0.91,0.596,0.874,0.901,0.665,0.628,1.07,0.803,1.083,1.267,0.975,1.096,1.362,1.527
Niger,-0.774,-0.212,0.363,-0.338,-0.057,-0.006,-0.288,0.136,0.819,0.14,-0.005,0.423,0.52,0.068,-0.35,0.348,-0.296,0.26,0.786,0.591,0.089,0.431,0.111,0.691,0.367,0.801,0.745,0.652,-0.324,0.584,0.963,-0.168,0.529,0.405,0.585,1.2,0.806,0.818,0.709,0.879,0.373,0.727,0.988,0.723,1.37,1.379,1.087,0.529,1.618,1.794,1.218,0.845,1.064,1.248,1.055,1.204,1.026,1.196,1.104,0.925
Nigeria,-0.235,-0.249,0.272,-0.268,-0.051,-0.073,-0.321,-0.061,0.415,0.245,-0.035,0.125,0.846,0.122,-0.282,0.057,0.314,0.023,0.562,0.424,0.195,0.377,0.279,0.82,0.416,0.552,0.855,0.538,-0.363,0.619,0.653,-0.085,0.545,0.471,0.448,0.789,0.71,1.078,0.812,0.565,0.249,0.779,0.838,0.757,1.255,1.283,0.875,0.631,1.369,1.492,0.9,0.577,0.964,1.048,1.228,1.214,1.19,1.069,1.26,1.026
Niue,0.353,-0.223,-0.333,0.217,-0.4,-0.061,0.198,0.355,0.0,0.0,0.0,-0.309,0.349,-0.135,-0.303,0.021,-0.139,0.013,-0.045,-0.121,-0.321,-0.109,0.153,0.253,0.059,-0.059,0.051,0.737,0.342,0.36,0.554,0.185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Norfolk Island,-0.315,0.396,0.1,0.17,-0.452,-0.265,0.201,-0.005,-0.365,0.446,0.378,-0.088,0.758,0.0,0.0,-0.179,-0.246,-0.118,0.015,-0.032,0.195,-0.042,0.269,0.149,0.212,0.282,-0.015,0.8,0.516,0.486,0.131,-0.143,-0.107,-0.161,0.463,0.818,0.0,0.0,0.0,0.283,0.76,0.594,0.225,0.474,0.506,0.388,0.474,0.363,0.0,0.0,0.901,0.431,0.483,0.325,0.862,1.38,1.047,1.03,0.997,1.034
North Macedonia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055,0.047,1.516,-0.018,-0.108,-0.104,0.785,0.626,1.112,1.621,0.395,0.656,0.383,0.174,0.445,1.593,1.21,1.072,1.374,0.789,1.503,1.478,1.378,1.548,1.722,1.156,2.171,1.927,1.568
Norway,1.24,-0.782,-0.132,0.36,-0.267,-1.637,0.56,-0.935,-0.168,-0.69,-0.073,0.942,0.926,0.973,1.062,-0.034,-0.544,-0.095,-1.063,-0.305,-0.487,-0.044,0.642,0.543,-0.585,-0.421,-0.818,0.492,1.759,1.533,0.992,1.135,0.712,0.082,0.959,-0.044,0.779,0.401,1.276,1.446,0.632,1.404,1.116,1.315,1.782,1.521,1.711,1.637,1.41,-0.325,1.421,1.075,0.804,2.43,1.808,1.73,1.559,1.491,1.208,2.395
Oman,-0.191,0.647,0.281,-0.567,-0.395,0.157,0.034,-0.613,0.265,0.856,-0.049,-0.23,-0.311,-0.27,-0.358,0.199,0.631,0.315,0.329,0.181,0.424,-0.358,-0.455,-0.399,0.146,0.157,0.277,0.382,-0.198,0.219,-0.092,-0.398,0.543,0.482,0.321,0.24,0.05,0.996,0.823,0.781,0.835,0.956,0.951,0.891,0.937,0.99,0.803,0.697,0.902,1.282,1.059,0.991,0.724,0.774,1.446,1.137,1.592,1.267,0.975,0.531
Pacific Islands Trust Territory,0.028,0.035,0.072,-0.071,-0.191,0.071,-0.038,-0.068,0.023,0.248,-0.206,-0.172,0.035,-0.079,-0.217,-0.311,0.042,0.048,0.137,0.193,0.205,0.033,0.177,0.145,-0.021,0.175,0.177,0.312,0.126,0.279,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pakistan,-0.263,-0.24,0.422,-0.36,-0.271,-0.137,-0.308,-0.462,0.255,0.569,0.194,-0.485,0.091,-0.207,-0.566,-0.267,0.384,0.014,-0.019,0.471,0.283,-0.404,-0.425,-0.233,0.218,-0.286,0.176,0.743,-0.3,0.385,-0.258,-0.362,0.466,0.212,-0.051,-0.08,-0.364,0.454,0.847,0.714,0.803,1.019,0.534,0.997,0.174,0.955,0.654,0.339,1.025,1.28,0.84,0.276,0.845,0.453,0.606,1.226,1.322,1.418,0.608,0.383
Palau,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.261,0.205,0.43,0.476,0.527,0.0,0.0,0.565,0.546,0.0,0.0,0.433,0.699,0.527,0.563,0.655,0.0,0.629,0.572,0.567,0.0,0.843,0.899,1.148,1.206,1.069,1.135,0.0,0.314
Palestine,-0.136,0.757,0.838,-0.617,-0.005,0.635,-0.905,-0.065,0.27,0.238,-0.334,-0.487,-0.474,-0.256,-0.418,-0.585,-0.016,-0.099,0.578,-0.233,-0.25,-0.596,-1.105,-0.243,-0.018,0.004,-0.38,-0.055,-0.244,-0.181,0.325,-1.121,-0.446,0.722,-0.246,0.252,-0.227,0.775,0.773,0.15,0.764,0.642,0.472,0.47,0.107,0.49,0.426,0.629,0.733,2.225,0.47,0.927,1.013,0.754,1.226,1.528,0.639,1.875,1.052,1.302
Panama,0.0,0.0,0.0,0.0,-0.124,0.185,-0.156,-0.112,0.261,0.13,-0.321,0.093,0.164,-0.412,-0.33,-0.043,0.245,0.115,0.114,0.399,0.184,0.272,0.818,-0.148,-0.299,-0.016,0.472,0.089,-0.089,0.267,0.421,0.255,0.343,0.249,0.19,0.026,0.458,0.786,-0.282,-0.046,0.343,0.509,0.687,0.443,0.574,0.543,0.545,0.254,0.774,0.859,0.454,0.386,0.693,0.636,0.923,0.831,0.69,1.076,1.277,1.376
Papua New Guinea,-0.201,0.195,-0.033,0.084,-0.504,-0.116,-0.25,-0.078,0.138,0.186,-0.025,-0.356,0.157,-0.003,0.036,-0.308,-0.143,0.122,0.045,0.102,0.228,-0.18,0.288,0.239,0.17,0.287,0.307,0.617,0.366,0.334,0.246,0.537,0.307,0.291,0.802,0.572,0.101,1.243,0.306,0.286,0.449,0.737,0.496,0.246,0.752,0.323,0.461,0.405,0.405,1.054,0.423,0.313,0.798,0.488,0.411,1.373,0.997,0.659,0.656,1.042
Paraguay,0.65,-0.567,0.943,-0.312,-0.124,-0.126,0.503,-0.031,0.402,0.282,-0.412,0.358,0.012,-0.305,-0.147,-0.443,0.644,0.637,0.051,0.135,0.337,0.307,-0.35,0.459,0.353,0.832,0.175,-0.077,-0.126,0.014,0.621,-0.428,0.175,0.836,0.548,0.082,0.876,0.155,0.008,0.046,0.579,1.073,0.708,0.369,0.55,0.928,0.277,0.29,0.898,0.358,0.647,0.889,0.412,1.186,1.522,0.233,1.155,0.549,1.363,1.558
Peru,-0.02,-0.162,0.044,-0.259,0.18,0.048,-0.306,-0.342,0.46,-0.052,-0.471,0.28,0.135,-0.3,-0.263,-0.054,0.354,0.215,0.368,0.497,0.173,0.317,1.409,0.302,0.154,0.184,0.928,0.559,0.1,0.39,0.531,0.895,0.576,0.59,0.881,0.221,0.899,1.288,0.31,0.378,0.444,0.756,0.744,0.71,0.819,0.786,0.53,0.578,0.828,0.996,0.764,0.853,0.649,0.863,1.245,1.383,0.928,0.7,0.996,1.502
Philippines,-0.148,-0.098,-0.314,-0.014,-0.268,0.205,-0.116,-0.069,0.154,0.234,-0.287,0.059,0.319,-0.062,0.065,-0.11,0.279,0.173,0.34,0.128,0.253,0.126,0.567,0.184,0.383,0.273,0.51,0.77,0.264,0.42,0.378,0.407,0.375,0.47,0.492,0.377,0.461,1.265,0.508,0.642,0.738,0.64,0.688,0.59,0.681,0.731,0.825,0.509,0.665,0.969,0.545,0.828,0.904,0.783,1.056,1.495,1.199,1.22,1.325,1.458
Pitcairn,0.659,0.208,0.28,0.344,0.33,-0.386,0.487,-0.287,-0.177,0.471,0.159,-0.232,-0.325,-0.183,-0.088,-0.451,-0.779,-0.32,-0.612,-0.272,-0.21,-0.114,-0.769,0.117,0.314,0.098,-0.307,-0.049,0.264,0.042,-0.382,-0.492,-0.669,-0.31,-0.153,-0.366,-0.385,-0.578,0.0,0.361,0.118,0.458,-0.196,-0.592,-0.363,0.397,-0.028,-0.109,-0.273,-0.078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Poland,1.395,-0.516,-0.885,-0.72,-1.064,0.554,1.137,0.46,-0.489,-1.281,0.14,0.489,0.426,0.497,1.493,-0.288,0.435,-0.22,-0.763,-0.745,0.448,0.333,1.459,0.246,-1.035,0.025,-1.071,0.69,1.703,1.717,0.413,1.148,0.072,1.374,1.114,-0.781,0.016,0.952,1.206,1.889,1.287,1.701,0.369,0.786,0.889,0.839,2.15,1.756,1.274,0.403,0.764,1.379,0.65,2.349,1.999,2.038,1.461,2.418,2.64,2.651
Portugal,0.811,0.519,-0.084,0.519,-0.225,0.287,-0.042,0.029,-0.344,0.07,-0.876,-0.911,-0.075,-0.447,-0.096,-0.36,-0.268,0.184,0.181,0.295,0.574,0.585,0.306,-0.103,0.546,0.112,0.76,0.642,1.133,1.417,0.454,0.444,-0.179,0.692,1.673,0.757,1.596,1.212,0.625,0.658,1.166,0.671,1.446,1.002,0.966,1.536,0.759,0.637,1.407,1.13,1.619,0.791,0.944,1.351,1.398,1.681,2.125,0.883,1.258,1.968
Puerto Rico,-0.007,-0.088,0.104,0.121,-0.324,-0.024,-0.277,-0.31,0.357,0.017,-0.336,-0.086,0.212,-0.396,-0.225,-0.399,0.195,0.279,0.085,0.576,0.531,0.134,0.514,0.119,-0.072,0.058,0.576,0.464,-0.028,0.378,0.269,0.168,0.329,0.52,0.565,0.347,0.555,1.099,0.557,0.169,0.651,0.785,0.913,0.452,0.704,0.642,0.868,0.319,0.55,1.036,0.449,0.685,0.651,0.767,1.022,1.11,0.834,0.66,0.82,1.248
Qatar,-0.509,0.458,0.372,-0.478,0.305,0.345,-0.44,-0.725,0.497,0.118,-0.279,-0.438,0.052,-0.139,-0.266,-0.559,0.296,0.187,0.825,0.466,0.509,-0.08,-0.772,0.11,0.431,0.589,0.455,0.566,-0.001,0.44,-0.084,-0.446,0.108,0.745,0.145,0.564,0.13,1.238,1.802,1.015,1.038,1.506,1.24,1.285,0.902,1.726,1.057,1.229,1.175,2.017,1.505,1.435,1.285,1.664,2.092,1.592,1.947,2.102,1.903,1.799
Republic of Korea,0.622,-0.108,-0.494,0.591,-0.191,0.087,0.152,-0.682,-0.291,-0.495,-0.192,-0.071,0.555,-0.765,0.621,-0.449,0.155,0.82,0.623,-0.44,-0.747,0.435,0.464,-0.269,0.281,-0.743,0.397,0.278,0.8,1.248,0.297,0.632,0.05,1.276,0.446,-0.012,0.741,1.497,1.069,0.43,0.898,0.655,0.633,1.209,0.964,0.546,1.313,1.005,1.004,0.558,0.372,0.45,0.566,0.897,0.847,1.539,1.362,0.873,1.438,1.44
Republic of Moldova,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.461,-0.667,1.636,0.603,-0.694,-0.464,0.795,0.912,1.46,1.68,1.419,-0.224,0.703,0.874,0.284,2.389,1.546,1.78,1.324,0.441,2.039,1.307,1.399,2.021,2.111,1.435,2.093,2.401,3.083
R̩union,0.39,-0.233,-0.447,-0.467,-0.581,-0.119,0.317,-0.28,0.166,0.241,-0.418,0.218,0.281,-0.391,0.077,0.282,0.849,0.419,0.475,0.167,0.0,0.123,0.312,-0.146,0.285,0.104,0.717,0.56,0.282,0.274,0.423,0.355,0.354,0.58,0.377,0.232,0.366,1.128,0.524,0.602,1.07,0.768,0.909,0.934,0.756,0.586,0.801,0.652,1.201,1.162,0.0,0.842,0.762,1.149,1.315,1.185,1.521,1.395,1.835,1.216
Romania,1.085,0.176,-0.293,-0.783,-0.662,1.063,0.295,0.441,-0.585,-0.053,-0.034,0.367,-0.233,-0.107,0.793,-0.827,0.519,-0.844,0.141,-0.651,0.032,-0.071,0.825,-0.142,-1.196,0.43,-0.728,0.094,0.757,1.104,0.037,0.37,-0.411,1.73,0.416,-0.418,-0.416,0.794,0.627,1.343,1.536,1.216,0.14,0.56,0.311,0.534,2.14,1.35,1.631,1.181,0.503,1.83,1.384,1.576,1.854,1.938,1.219,2.331,2.308,2.29
Russian Federation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.369,0.96,0.584,2.113,0.818,1.285,-0.028,0.42,1.327,0.823,1.597,1.002,1.409,1.718,0.57,2.506,2.238,1.202,0.89,1.714,1.941,1.183,1.772,2.259,2.471,2.142,2.058,2.192,3.699
Rwanda,0.031,-0.239,0.038,-0.069,-0.255,0.047,-0.216,-0.049,0.186,0.14,-0.373,0.005,0.441,-0.048,0.0,0.0,0.0,0.228,0.0,0.0,0.0,0.749,0.953,0.0,0.0,0.784,0.609,0.518,0.229,0.612,0.191,0.338,0.0,0.0,0.0,0.0,0.0,0.881,0.0,0.349,0.336,0.653,0.89,0.839,0.0,0.0,0.92,0.5,0.0,0.0,0.694,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Saint Helena, Ascension and Tristan da Cunha",0.176,-0.026,0.082,0.015,-0.104,0.097,-0.264,0.226,-0.036,-0.068,-0.016,0.098,-0.18,0.274,0.231,0.26,-0.004,0.119,0.072,0.308,0.113,0.103,0.45,0.681,0.394,0.798,0.34,0.546,0.402,0.763,0.602,0.199,0.714,0.99,0.656,0.456,0.895,1.237,1.395,1.483,1.099,1.2,1.488,1.454,1.345,1.628,1.045,1.123,1.692,1.159,1.471,1.279,1.252,1.346,1.935,1.671,1.394,1.633,1.669,1.432
Saint Kitts and Nevis,-0.005,0.015,0.252,0.101,-0.409,0.167,-0.152,-0.276,0.263,0.063,-0.294,-0.19,0.221,-0.349,-0.4,-0.472,0.157,0.135,0.128,0.663,0.567,0.19,0.474,-0.023,-0.089,-0.077,0.583,0.322,-0.177,0.241,0.318,0.276,0.364,0.373,0.522,0.274,0.431,0.992,0.439,0.186,0.0,0.499,0.65,0.331,0.651,0.382,0.637,0.085,0.322,0.961,0.382,0.484,0.556,0.487,0.811,0.889,0.665,0.506,0.763,1.098
Saint Lucia,0.05,0.107,0.247,-0.014,-0.258,0.006,-0.274,-0.221,0.41,0.171,-0.26,-0.086,0.085,-0.431,-0.453,-0.326,0.006,0.136,0.241,0.358,0.37,0.119,0.396,-0.017,-0.217,-0.052,0.532,0.432,-0.036,0.21,0.313,0.274,0.363,0.429,0.558,0.343,0.46,0.982,0.415,0.181,0.418,0.477,0.711,0.398,0.804,0.609,0.594,0.29,0.4,1.078,0.558,0.516,0.595,0.479,0.725,0.884,0.693,0.387,0.618,0.836
Saint Pierre and Miquelon,-0.025,-0.108,-0.17,-0.51,-0.483,0.139,0.226,0.093,0.594,0.968,0.288,-1.257,-0.798,-0.965,-0.717,-0.147,-0.141,-0.336,0.46,-0.204,1.006,-0.47,0.775,0.156,-1.006,-0.691,-0.026,0.246,-0.361,-0.698,-0.662,-1.266,-1.009,-0.244,-0.19,0.207,-0.285,0.824,1.738,1.148,0.573,0.003,0.208,0.634,0.971,1.867,0.409,0.472,0.718,1.335,1.167,2.017,1.317,0.401,0.116,0.853,0.356,0.694,0.037,0.722
Saint Vincent and the Grenadines,0.115,0.055,0.285,-0.08,-0.232,0.018,-0.283,-0.19,0.448,0.23,-0.348,-0.151,0.061,-0.465,-0.419,-0.151,-0.018,0.134,0.337,0.292,0.364,0.131,0.407,0.016,-0.376,-0.095,0.509,0.529,-0.082,0.136,0.273,0.306,0.364,0.38,0.596,0.341,0.435,0.987,0.442,0.236,0.465,0.424,0.751,0.344,0.86,0.578,0.521,0.387,0.4,1.13,0.652,0.49,0.592,0.51,0.705,0.804,0.739,0.333,0.554,0.814
Samoa,0.063,-0.016,0.074,0.08,-0.288,0.109,-0.28,-0.211,0.228,0.207,-0.441,-0.102,0.192,-0.438,-0.251,-0.375,-0.022,-0.051,0.104,0.159,-0.034,0.149,0.23,0.035,0.037,0.145,0.071,0.366,-0.08,0.334,0.555,0.448,0.094,0.247,0.728,0.668,0.0,0.0,0.145,0.6,0.877,1.125,0.624,0.198,0.875,0.465,0.948,0.501,0.0,1.018,0.542,0.647,0.931,0.791,0.63,1.16,1.056,0.81,1.16,1.066
San Marino,0.902,-0.122,-0.392,-0.09,-0.391,0.418,0.412,-0.01,-0.091,-0.076,-0.115,-0.021,0.022,-0.022,0.262,-0.412,0.354,-0.568,0.043,-0.444,-0.309,0.424,0.449,-0.554,0.211,0.369,0.118,0.812,0.34,1.073,0.011,0.597,0.62,1.627,0.389,0.311,1.015,1.173,0.912,1.426,1.704,1.146,1.659,0.919,0.53,0.943,1.903,1.348,1.462,0.788,1.367,1.788,1.093,1.692,1.928,1.843,1.749,2.042,1.86,2.043
Sao Tome and Principe,-0.106,-0.059,0.244,-0.153,-0.116,0.213,-0.077,-0.056,0.122,0.214,-0.081,-0.052,0.45,-0.124,-0.137,-0.366,0.188,0.175,0.38,0.25,0.219,-0.017,0.058,0.327,0.074,-0.19,0.352,0.39,-0.183,0.0,0.0,-0.121,0.319,0.231,0.763,0.0,0.0,1.165,0.879,0.4,0.246,0.617,0.866,0.694,0.577,0.627,0.859,0.573,0.703,0.86,0.552,0.621,0.681,0.868,0.814,1.526,1.224,0.925,1.313,1.547
Saudi Arabia,-0.18,0.646,0.481,-0.49,0.127,0.63,-0.673,-0.383,0.535,0.353,-0.435,-0.548,-0.149,-0.189,-0.324,-0.416,0.157,-0.231,0.85,0.001,0.036,-0.431,-0.908,-0.357,-0.052,0.152,0.473,0.371,-0.188,-0.007,0.305,-1.04,-0.231,0.596,0.138,0.525,-0.047,0.97,1.442,0.712,0.833,1.035,0.927,0.922,0.483,1.136,0.642,0.845,0.936,2.058,0.777,1.162,1.151,1.218,1.856,1.508,1.753,1.864,1.778,1.593
Senegal,-0.183,-0.001,0.108,-0.181,-0.428,-0.051,-0.412,-0.532,0.748,0.545,-0.038,0.377,0.702,-0.441,-0.25,-0.069,0.567,0.511,0.813,0.95,0.786,0.37,1.279,0.67,0.537,0.497,1.03,0.909,0.641,1.261,0.881,0.962,1.184,0.689,1.016,1.288,1.435,1.652,0.666,0.961,1.176,1.44,1.148,1.129,1.381,1.412,1.254,1.319,0.744,1.469,1.211,0.875,1.216,1.179,1.298,1.658,1.856,1.084,1.53,1.803
Serbia,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.572,1.913,1.361,1.386,1.188,0.764,1.719,1.443,1.648,1.782,1.74,1.324,2.37,2.149,1.869
